Latitude (decimal degrees):	48.265
Longitude (decimal degrees):	11.669
Elevation (m):	476
Radiation database:	PVGIS-SARAH3


Slope: 38 deg. (optimum)
Azimuth: 1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	0.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180228:1010,366.63,83.93,255.69,6.6,31.34,-8.59,3.79,0.0
20180228:1110,369.89,76.73,267.4,6.84,33.66,-7.49,3.93,0.0
20180228:1210,348.2,66.95,259.09,6.56,32.93,-6.54,4.07,0.0
20180228:1310,397.93,120.82,250.56,6.71,29.26,-5.88,3.93,0.0
20180228:1410,377.96,147.86,206.0,5.79,23.18,-5.62,3.93,0.0
20180228:1510,272.94,126.31,135.7,3.88,15.34,-5.82,4.07,0.0
20180228:1610,196.1,168.16,43.9,1.82,6.34,-6.45,3.79,0.0
20180228:1710,0.0,0.0,0.0,0.0,0.0,-7.51,3.59,0.0
20180228:1810,0.0,0.0,0.0,0.0,0.0,-8.36,3.79,0.0
20180228:1910,0.0,0.0,0.0,0.0,0.0,-9.23,3.86,0.0
20180228:2010,0.0,0.0,0.0,0.0,0.0,-9.74,4.14,0.0
20180228:2110,0.0,0.0,0.0,0.0,0.0,-10.23,4.34,0.0
20180228:2210,0.0,0.0,0.0,0.0,0.0,-10.74,4.21,0.0
20180228:2310,0.0,0.0,0.0,0.0,0.0,-11.04,4.34,0.0
20180301:0010,0.0,0.0,0.0,0.0,0.0,-11.24,4.41,0.0
20180301:0110,0.0,0.0,0.0,0.0,0.0,-11.45,4.28,0.0
20180301:0210,0.0,0.0,0.0,0.0,0.0,-11.55,4.14,0.0
20180301:0310,0.0,0.0,0.0,0.0,0.0,-11.69,4.0,0.0
20180301:0410,0.0,0.0,0.0,0.0,0.0,-11.52,4.07,0.0
20180301:0510,0.0,0.0,0.0,0.0,0.0,-11.44,4.0,0.0
20180301:0610,0.0,0.0,1.79,0.04,1.64,-11.46,4.0,0.0
20180301:0710,82.01,18.37,71.35,1.78,11.06,-10.81,3.38,0.0
20180301:0810,177.79,34.32,138.9,3.5,19.59,-9.82,3.93,0.0
20180301:0910,231.56,34.58,186.25,4.63,26.69,-8.61,3.86,0.0
20180301:1010,676.61,360.17,267.23,9.23,31.72,-6.91,3.86,0.0
20180301:1110,1039.27,866.39,133.28,12.62,34.04,-5.25,3.86,0.0
20180301:1210,706.21,383.26,280.32,9.71,33.3,-4.28,4.0,0.0
20180301:1310,694.13,414.9,238.97,9.06,29.6,-3.57,3.93,0.0
20180301:1410,179.79,23.48,156.37,3.84,23.49,-2.91,3.79,0.0
20180301:1510,476.17,359.11,96.2,5.18,15.63,-2.84,3.66,0.0
20180301:1610,161.17,130.0,48.8,1.72,6.61,-3.16,3.31,0.0
20180301:1710,0.0,0.0,0.0,0.0,0.0,-4.08,3.38,0.0
20180301:1810,0.0,0.0,0.0,0.0,0.0,-4.85,3.52,0.0
20180301:1910,0.0,0.0,0.0,0.0,0.0,-6.04,3.31,0.0
20180301:2010,0.0,0.0,0.0,0.0,0.0,-6.69,3.24,0.0
20180301:2110,0.0,0.0,0.0,0.0,0.0,-7.35,3.24,0.0
20180301:2210,0.0,0.0,0.0,0.0,0.0,-7.92,3.17,0.0
20180301:2310,0.0,0.0,0.0,0.0,0.0,-8.47,3.17,0.0
20180302:0010,0.0,0.0,0.0,0.0,0.0,-8.93,3.17,0.0
20180302:0110,0.0,0.0,0.0,0.0,0.0,-9.31,3.1,0.0
20180302:0210,0.0,0.0,0.0,0.0,0.0,-9.58,3.03,0.0
20180302:0310,0.0,0.0,0.0,0.0,0.0,-9.75,2.9,0.0
20180302:0410,0.0,0.0,0.0,0.0,0.0,-9.78,2.69,0.0
20180302:0510,0.0,0.0,0.0,0.0,0.0,-9.91,2.69,0.0
20180302:0610,0.0,0.0,0.89,0.02,1.96,-9.95,2.76,0.0
20180302:0710,219.22,129.63,88.22,2.91,11.39,-9.18,2.62,0.0
20180302:0810,374.43,183.63,166.08,5.26,19.94,-7.56,3.24,0.0
20180302:0910,423.83,167.84,228.17,6.63,27.06,-5.62,3.31,0.0
20180302:1010,415.89,129.76,262.48,7.15,32.1,-3.6,3.45,0.0
20180302:1110,556.35,235.11,292.38,8.7,34.43,-1.73,3.59,0.0
20180302:1210,965.16,797.81,150.32,12.08,33.67,-0.33,3.52,0.0
20180302:1310,884.98,738.36,130.73,10.86,29.95,0.64,3.17,0.0
20180302:1410,271.22,80.41,187.08,4.95,23.81,1.27,2.34,0.0
20180302:1510,195.98,75.75,125.3,3.4,15.92,1.61,0.48,0.0
20180302:1610,88.74,56.26,49.98,1.38,6.88,1.27,1.24,0.0
20180302:1710,0.0,0.0,0.0,0.0,0.0,0.3,1.66,0.0
20180302:1810,0.0,0.0,0.0,0.0,0.0,-0.81,1.31,0.0
20180302:1910,0.0,0.0,0.0,0.0,0.0,-2.85,0.9,0.0
20180302:2010,0.0,0.0,0.0,0.0,0.0,-2.93,0.55,0.0
20180302:2110,0.0,0.0,0.0,0.0,0.0,-3.17,0.55,0.0
20180302:2210,0.0,0.0,0.0,0.0,0.0,-3.35,0.69,0.0
20180302:2310,0.0,0.0,0.0,0.0,0.0,-3.11,0.62,0.0
20180303:0010,0.0,0.0,0.0,0.0,0.0,-2.66,0.48,0.0
20180303:0110,0.0,0.0,0.0,0.0,0.0,-1.93,0.41,0.0
20180303:0210,0.0,0.0,0.0,0.0,0.0,-1.56,0.48,0.0
20180303:0310,0.0,0.0,0.0,0.0,0.0,-1.66,0.55,0.0
20180303:0410,0.0,0.0,0.0,0.0,0.0,-4.4,1.38,0.0
20180303:0510,0.0,0.0,0.0,0.0,0.0,-6.2,1.66,0.0
20180303:0610,0.0,0.0,0.89,0.02,2.28,-7.59,2.0,0.0
20180303:0710,244.61,155.98,89.06,3.19,11.73,-6.25,1.72,0.0
20180303:0810,312.46,132.01,168.75,4.93,20.29,-3.6,1.86,0.0
20180303:0910,260.69,54.29,203.69,5.2,27.43,1.07,2.0,0.0
20180303:1010,352.07,90.27,254.19,6.67,32.49,2.27,2.34,0.0
20180303:1110,643.47,336.67,294.05,9.69,34.81,3.25,2.76,0.0
20180303:1210,874.29,674.29,202.95,11.55,34.04,4.3,2.97,0.0
20180303:1310,874.4,747.47,130.4,11.05,30.29,4.65,2.97,0.0
20180303:1410,705.69,578.19,119.84,8.58,24.12,4.59,2.9,0.0
20180303:1510,351.43,221.86,128.19,4.59,16.2,4.25,2.62,0.0
20180303:1610,160.8,133.29,50.17,1.87,7.14,3.32,2.07,0.0
20180303:1710,0.0,0.0,0.0,0.0,0.0,1.91,2.07,0.0
20180303:1810,0.0,0.0,0.0,0.0,0.0,0.88,1.79,0.0
20180303:1910,0.0,0.0,0.0,0.0,0.0,-1.05,1.24,0.0
20180303:2010,0.0,0.0,0.0,0.0,0.0,-1.93,1.31,0.0
20180303:2110,0.0,0.0,0.0,0.0,0.0,-2.25,1.38,0.0
20180303:2210,0.0,0.0,0.0,0.0,0.0,-2.36,1.38,0.0
20180303:2310,0.0,0.0,0.0,0.0,0.0,-2.18,1.31,0.0
20180304:0010,0.0,0.0,0.0,0.0,0.0,-1.76,1.17,0.0
20180304:0110,0.0,0.0,0.0,0.0,0.0,-1.5,1.03,0.0
20180304:0210,0.0,0.0,0.0,0.0,0.0,-0.76,0.97,0.0
20180304:0310,0.0,0.0,0.0,0.0,0.0,-0.43,0.97,0.0
20180304:0410,0.0,0.0,0.0,0.0,0.0,-0.97,1.1,0.0
20180304:0510,0.0,0.0,0.0,0.0,0.0,-1.43,1.1,0.0
20180304:0610,1.4,0.0,8.05,0.19,2.6,-2.31,1.52,0.0
20180304:0710,105.54,32.43,83.84,2.18,12.06,-0.62,0.97,0.0
20180304:0810,197.02,48.67,153.33,3.96,20.64,3.16,1.03,0.0
20180304:0910,294.72,78.99,216.83,5.7,27.8,5.71,1.72,0.0
20180304:1010,383.83,117.74,265.18,7.15,32.87,7.01,2.21,0.0
20180304:1110,465.64,168.73,292.57,8.2,35.2,6.52,2.62,0.0
20180304:1210,493.1,199.75,290.44,8.39,34.41,7.67,2.9,0.0
20180304:1310,532.64,269.06,260.71,8.26,30.64,8.17,3.17,0.0
20180304:1410,456.09,248.48,204.91,6.73,24.43,8.3,3.38,0.0
20180304:1510,241.15,113.02,134.82,3.9,16.49,7.88,3.31,0.0
20180304:1610,96.26,62.02,54.47,1.55,7.41,7.82,2.97,0.0
20180304:1710,0.0,0.0,0.0,0.0,0.0,5.16,3.1,0.0
20180304:1810,0.0,0.0,0.0,0.0,0.0,3.16,2.97,0.0
20180304:1910,0.0,0.0,0.0,0.0,0.0,1.6,2.76,0.0
20180304:2010,0.0,0.0,0.0,0.0,0.0,0.84,2.62,0.0
20180304:2110,0.0,0.0,0.0,0.0,0.0,0.32,2.28,0.0
20180304:2210,0.0,0.0,0.0,0.0,0.0,0.01,1.72,0.0
20180304:2310,0.0,0.0,0.0,0.0,0.0,0.11,0.69,0.0
20180305:0010,0.0,0.0,0.0,0.0,0.0,-0.2,0.83,0.0
20180305:0110,0.0,0.0,0.0,0.0,0.0,-0.35,1.93,0.0
20180305:0210,0.0,0.0,0.0,0.0,0.0,0.46,2.28,0.0
20180305:0310,0.0,0.0,0.0,0.0,0.0,-1.91,2.28,0.0
20180305:0410,0.0,0.0,0.0,0.0,0.0,-1.28,2.0,0.0
20180305:0510,0.0,0.0,0.0,0.0,0.0,0.01,1.86,0.0
20180305:0610,8.37,9.27,11.88,0.34,2.93,0.0,1.52,0.0
20180305:0710,59.98,5.6,67.05,1.61,12.4,1.85,0.41,0.0
20180305:0810,183.52,39.48,150.45,3.84,21.0,3.58,0.69,0.0
20180305:0910,588.99,372.98,218.7,8.49,28.17,5.51,1.03,0.0
20180305:1010,687.84,442.56,256.81,10.09,33.26,7.56,1.66,0.0
20180305:1110,671.33,390.8,289.92,10.23,35.59,8.71,2.28,0.0
20180305:1210,731.58,479.1,265.79,10.63,34.78,9.52,2.76,0.0
20180305:1310,595.76,345.69,253.88,8.89,30.98,9.8,2.97,0.0
20180305:1410,458.3,254.6,205.13,6.84,24.75,9.93,3.1,0.0
20180305:1510,221.63,96.49,134.25,3.8,16.77,9.44,3.17,0.0
20180305:1610,61.32,27.7,50.84,1.32,7.67,8.16,2.69,0.0
20180305:1710,0.0,0.0,0.0,0.0,0.0,5.97,2.69,0.0
20180305:1810,0.0,0.0,0.0,0.0,0.0,4.28,2.62,0.0
20180305:1910,0.0,0.0,0.0,0.0,0.0,2.62,2.28,0.0
20180305:2010,0.0,0.0,0.0,0.0,0.0,1.72,2.14,0.0
20180305:2110,0.0,0.0,0.0,0.0,0.0,1.06,2.0,0.0
20180305:2210,0.0,0.0,0.0,0.0,0.0,0.45,1.93,0.0
20180305:2310,0.0,0.0,0.0,0.0,0.0,0.01,1.86,0.0
20180306:0010,0.0,0.0,0.0,0.0,0.0,-0.25,1.79,0.0
20180306:0110,0.0,0.0,0.0,0.0,0.0,-0.53,1.59,0.0
20180306:0210,0.0,0.0,0.0,0.0,0.0,-0.6,1.38,0.0
20180306:0310,0.0,0.0,0.0,0.0,0.0,-0.73,1.31,0.0
20180306:0410,0.0,0.0,0.0,0.0,0.0,-0.85,1.17,0.0
20180306:0510,0.0,0.0,0.0,0.0,0.0,-1.0,1.03,0.0
20180306:0610,4.4,2.82,10.8,0.27,3.26,-1.51,0.97,0.0
20180306:0710,0.0,0.0,0.0,0.0,0.0,-0.8,0.83,0.0
20180306:0810,122.19,8.48,122.06,2.94,21.35,-0.02,0.21,0.0
20180306:0910,111.41,0.0,120.76,2.83,28.55,0.88,0.97,0.0
20180306:1010,136.47,0.0,144.91,3.4,33.65,2.5,1.45,0.0
20180306:1110,118.46,0.0,128.81,3.02,35.98,4.13,1.86,0.0
20180306:1210,169.97,1.64,176.45,4.15,35.16,6.03,3.1,0.0
20180306:1310,288.19,58.25,231.24,5.89,31.33,7.0,3.45,0.0
20180306:1410,406.75,192.01,210.9,6.44,25.06,7.23,3.45,0.0
20180306:1510,222.61,93.25,136.26,3.84,17.06,7.24,3.03,0.0
20180306:1610,100.98,62.61,57.96,1.68,7.93,6.64,2.21,0.0
20180306:1710,0.0,0.0,0.0,0.0,0.0,5.01,2.0,0.0
20180306:1810,0.0,0.0,0.0,0.0,0.0,3.75,2.07,0.0
20180306:1910,0.0,0.0,0.0,0.0,0.0,2.78,2.0,0.0
20180306:2010,0.0,0.0,0.0,0.0,0.0,2.7,2.14,0.0
20180306:2110,0.0,0.0,0.0,0.0,0.0,2.72,2.28,0.0
20180306:2210,0.0,0.0,0.0,0.0,0.0,2.49,2.55,0.0
20180306:2310,0.0,0.0,0.0,0.0,0.0,2.33,2.83,0.0
20180307:0010,0.0,0.0,0.0,0.0,0.0,2.02,2.97,0.0
20180307:0110,0.0,0.0,0.0,0.0,0.0,2.31,2.9,0.0
20180307:0210,0.0,0.0,0.0,0.0,0.0,2.25,2.83,0.0
20180307:0310,0.0,0.0,0.0,0.0,0.0,1.93,2.9,0.0
20180307:0410,0.0,0.0,0.0,0.0,0.0,1.59,2.9,0.0
20180307:0510,0.0,0.0,0.0,0.0,0.0,1.27,2.83,0.0
20180307:0610,6.18,2.6,13.49,0.34,3.59,1.43,2.69,0.0
20180307:0710,0.0,0.0,0.0,0.0,0.0,2.55,2.34,0.0
20180307:0810,444.97,271.46,167.6,6.35,21.71,4.72,2.41,0.0
20180307:0910,482.58,235.43,241.49,7.67,28.92,6.78,3.03,0.0
20180307:1010,411.35,132.81,275.84,7.57,34.04,8.21,3.86,0.0
20180307:1110,213.52,9.71,211.74,5.05,36.37,9.24,4.07,0.0
20180307:1210,443.57,151.36,290.48,8.05,35.53,9.39,4.21,0.0
20180307:1310,235.39,29.71,211.91,5.22,31.67,9.28,4.62,0.0
20180307:1410,95.03,0.0,108.24,2.54,25.37,8.6,4.83,0.0
20180307:1510,80.94,3.6,90.87,2.16,17.34,8.1,4.14,0.0
20180307:1610,94.47,54.21,59.2,1.68,8.2,7.18,3.38,0.0
20180307:1710,0.0,0.0,0.0,0.0,0.0,5.9,2.97,0.0
20180307:1810,0.0,0.0,0.0,0.0,0.0,4.63,2.83,0.0
20180307:1910,0.0,0.0,0.0,0.0,0.0,3.74,2.9,0.0
20180307:2010,0.0,0.0,0.0,0.0,0.0,3.19,2.97,0.0
20180307:2110,0.0,0.0,0.0,0.0,0.0,2.5,3.17,0.0
20180307:2210,0.0,0.0,0.0,0.0,0.0,2.08,3.38,0.0
20180307:2310,0.0,0.0,0.0,0.0,0.0,1.8,3.38,0.0
20180308:0010,0.0,0.0,0.0,0.0,0.0,1.65,3.52,0.0
20180308:0110,0.0,0.0,0.0,0.0,0.0,1.51,3.66,0.0
20180308:0210,0.0,0.0,0.0,0.0,0.0,1.36,3.66,0.0
20180308:0310,0.0,0.0,0.0,0.0,0.0,1.16,3.59,0.0
20180308:0410,0.0,0.0,0.0,0.0,0.0,1.02,3.38,0.0
20180308:0510,0.0,0.0,0.0,0.0,0.0,0.86,3.17,0.0
20180308:0610,6.8,2.41,14.38,0.36,3.93,0.74,2.97,0.0
20180308:0710,210.57,112.48,105.42,3.35,13.43,2.09,3.24,0.0
20180308:0810,574.65,438.84,125.05,7.51,22.07,3.99,3.03,0.0
20180308:0910,769.26,612.5,151.27,10.25,29.3,5.99,3.66,0.0
20180308:1010,866.7,673.43,195.51,11.85,34.43,7.53,4.48,0.0
20180308:1110,492.78,181.52,307.22,8.72,36.76,8.61,4.21,0.0
20180308:1210,548.86,240.72,305.29,9.18,35.91,9.47,4.41,0.0
20180308:1310,545.12,273.41,271.54,8.68,32.01,9.95,3.79,0.0
20180308:1410,679.14,551.15,137.34,8.95,25.68,10.14,2.97,0.0
20180308:1510,372.66,245.16,135.68,5.2,17.62,9.9,2.21,0.0
20180308:1610,89.76,48.41,60.88,1.7,8.46,9.09,1.24,0.0
20180308:1710,0.0,0.0,0.0,0.0,0.0,7.28,1.38,0.0
20180308:1810,0.0,0.0,0.0,0.0,0.0,5.14,2.28,0.0
20180308:1910,0.0,0.0,0.0,0.0,0.0,4.09,2.28,0.0
20180308:2010,0.0,0.0,0.0,0.0,0.0,2.22,2.28,0.0
20180308:2110,0.0,0.0,0.0,0.0,0.0,1.3,2.21,0.0
20180308:2210,0.0,0.0,0.0,0.0,0.0,1.26,2.48,0.0
20180308:2310,0.0,0.0,0.0,0.0,0.0,1.85,2.83,0.0
20180309:0010,0.0,0.0,0.0,0.0,0.0,2.46,2.9,0.0
20180309:0110,0.0,0.0,0.0,0.0,0.0,2.43,2.48,0.0
20180309:0210,0.0,0.0,0.0,0.0,0.0,1.86,2.21,0.0
20180309:0310,0.0,0.0,0.0,0.0,0.0,1.14,2.0,0.0
20180309:0410,0.0,0.0,0.0,0.0,0.0,0.77,2.0,0.0
20180309:0510,0.0,0.0,0.0,0.0,0.0,0.77,2.07,0.0
20180309:0610,1.35,0.0,8.05,0.19,4.26,1.41,2.07,0.0
20180309:0710,84.13,12.07,84.25,2.08,13.77,2.89,1.79,0.0
20180309:0810,246.8,76.93,174.58,4.74,22.43,6.31,1.59,0.0
20180309:0910,216.76,27.3,197.93,4.89,29.68,9.02,2.0,0.0
20180309:1010,722.04,489.67,252.82,10.78,34.82,9.77,1.93,0.0
20180309:1110,321.18,59.01,268.68,6.81,37.15,10.6,2.41,0.0
20180309:1210,133.3,0.0,146.7,3.44,36.28,10.98,2.69,0.0
20180309:1310,126.4,0.0,140.44,3.29,32.36,11.67,2.69,0.0
20180309:1410,251.86,64.89,196.67,5.14,25.99,11.63,2.07,0.0
20180309:1510,24.3,0.0,37.57,0.88,17.9,11.07,1.31,0.0
20180309:1610,63.39,24.54,56.25,1.47,8.72,9.73,1.03,0.0
20180309:1710,0.0,0.0,0.0,0.0,0.0,8.43,1.31,0.0
20180309:1810,0.0,0.0,0.0,0.0,0.0,7.8,2.0,0.0
20180309:1910,0.0,0.0,0.0,0.0,0.0,5.6,2.0,0.0
20180309:2010,0.0,0.0,0.0,0.0,0.0,5.42,1.93,0.0
20180309:2110,0.0,0.0,0.0,0.0,0.0,4.98,1.79,0.0
20180309:2210,0.0,0.0,0.0,0.0,0.0,4.3,1.59,0.0
20180309:2310,0.0,0.0,0.0,0.0,0.0,3.32,1.38,0.0
20180310:0010,0.0,0.0,0.0,0.0,0.0,3.02,1.17,0.0
20180310:0110,0.0,0.0,0.0,0.0,0.0,2.63,1.1,0.0
20180310:0210,0.0,0.0,0.0,0.0,0.0,2.45,0.97,0.0
20180310:0310,0.0,0.0,0.0,0.0,0.0,1.88,1.03,0.0
20180310:0410,0.0,0.0,0.0,0.0,0.0,1.18,1.1,0.0
20180310:0510,0.0,0.0,0.0,0.0,0.0,0.7,1.1,0.0
20180310:0610,14.35,6.35,20.79,0.55,4.6,0.31,1.17,0.0
20180310:0710,76.65,8.46,80.89,1.97,14.12,3.41,0.55,0.0
20180310:0810,160.87,21.04,148.42,3.67,22.8,4.51,0.48,0.0
20180310:0910,145.34,3.18,152.5,3.61,30.06,5.76,0.48,0.0
20180310:1010,215.79,14.25,209.77,5.05,35.22,7.14,0.55,0.0
20180310:1110,162.82,0.0,174.43,4.09,37.55,8.65,0.69,0.0
20180310:1210,157.22,0.0,169.96,3.98,36.66,9.87,0.62,0.0
20180310:1310,233.01,29.0,215.22,5.3,32.7,10.71,0.55,0.0
20180310:1410,55.79,0.0,70.67,1.66,26.3,10.65,0.69,0.0
20180310:1510,96.29,8.64,102.39,2.47,18.19,10.73,0.9,0.0
20180310:1610,58.18,19.88,55.27,1.43,8.98,10.2,1.03,0.0
20180310:1710,0.0,0.0,0.0,0.0,0.0,9.07,1.24,0.0
20180310:1810,0.0,0.0,0.0,0.0,0.0,8.03,0.9,0.0
20180310:1910,0.0,0.0,0.0,0.0,0.0,7.04,1.66,0.0
20180310:2010,0.0,0.0,0.0,0.0,0.0,6.98,1.79,0.0
20180310:2110,0.0,0.0,0.0,0.0,0.0,6.72,1.93,0.0
20180310:2210,0.0,0.0,0.0,0.0,0.0,6.26,2.07,0.0
20180310:2310,0.0,0.0,0.0,0.0,0.0,5.57,2.07,0.0
20180311:0010,0.0,0.0,0.0,0.0,0.0,4.46,2.0,0.0
20180311:0110,0.0,0.0,0.0,0.0,0.0,3.15,1.86,0.0
20180311:0210,0.0,0.0,0.0,0.0,0.0,1.42,1.72,0.0
20180311:0310,0.0,0.0,0.0,0.0,0.0,0.69,1.72,0.0
20180311:0410,0.0,0.0,0.0,0.0,0.0,0.08,1.72,0.0
20180311:0510,0.0,0.0,0.0,0.0,0.0,-0.49,1.72,0.0
20180311:0610,33.0,26.0,26.97,0.88,4.94,-0.72,1.86,0.0
20180311:0710,206.23,104.72,109.58,3.48,14.47,2.26,1.45,0.0
20180311:0810,131.05,8.0,134.48,3.23,23.16,7.2,1.59,0.0
20180311:0910,174.66,9.47,176.76,4.24,30.45,10.36,2.0,0.0
20180311:1010,331.36,75.42,265.49,6.9,35.61,12.76,2.34,0.0
20180311:1110,168.46,1.57,181.79,4.28,37.94,14.4,2.48,0.0
20180311:1210,219.95,14.23,221.42,5.33,37.03,16.15,2.28,0.0
20180311:1310,767.93,668.08,161.77,11.28,33.05,17.27,1.59,0.0
20180311:1410,31.36,0.0,46.52,1.09,26.61,17.87,0.9,0.0
20180311:1510,33.85,0.0,49.2,1.15,18.47,17.48,0.48,0.0
20180311:1610,22.17,0.0,35.78,0.84,9.25,15.38,0.83,0.0
20180311:1710,0.0,0.0,0.0,0.0,0.0,12.98,1.38,0.0
20180311:1810,0.0,0.0,0.0,0.0,0.0,11.0,1.17,0.0
20180311:1910,0.0,0.0,0.0,0.0,0.0,10.61,0.62,0.0
20180311:2010,0.0,0.0,0.0,0.0,0.0,7.31,1.52,0.0
20180311:2110,0.0,0.0,0.0,0.0,0.0,5.41,2.0,0.0
20180311:2210,0.0,0.0,0.0,0.0,0.0,5.5,2.28,0.0
20180311:2310,0.0,0.0,0.0,0.0,0.0,6.05,2.55,0.0
20180312:0010,0.0,0.0,0.0,0.0,0.0,6.46,2.62,0.0
20180312:0110,0.0,0.0,0.0,0.0,0.0,6.67,2.62,0.0
20180312:0210,0.0,0.0,0.0,0.0,0.0,6.64,2.48,0.0
20180312:0310,0.0,0.0,0.0,0.0,0.0,6.49,2.34,0.0
20180312:0410,0.0,0.0,0.0,0.0,0.0,6.48,2.0,0.0
20180312:0510,0.0,0.0,0.0,0.0,0.0,6.26,2.0,0.0
20180312:0610,0.0,0.0,4.47,0.1,5.28,6.05,2.14,0.0
20180312:0710,45.36,0.0,59.04,1.38,14.82,7.04,2.41,0.0
20180312:0810,39.98,0.0,53.67,1.26,23.53,7.75,2.97,0.0
20180312:0910,518.22,269.17,248.65,8.37,30.83,8.97,2.97,0.0
20180312:1010,725.34,470.99,260.49,10.9,36.01,10.29,4.07,0.0
20180312:1110,404.94,110.86,295.8,7.93,38.34,11.93,6.0,0.0
20180312:1210,249.19,21.97,235.32,5.72,37.41,12.0,6.0,0.0
20180312:1310,355.26,99.9,258.76,6.94,33.39,11.92,5.52,0.0
20180312:1410,500.05,289.31,211.76,7.63,26.92,12.19,5.38,0.0
20180312:1510,92.94,5.04,102.71,2.45,18.75,12.15,5.24,0.0
20180312:1610,91.62,45.23,66.04,1.87,9.51,11.54,4.48,0.0
20180312:1710,0.0,0.0,0.0,0.0,0.0,10.51,4.28,0.0
20180312:1810,0.0,0.0,0.0,0.0,0.0,9.29,4.0,0.0
20180312:1910,0.0,0.0,0.0,0.0,0.0,8.41,4.0,0.0
20180312:2010,0.0,0.0,0.0,0.0,0.0,7.85,3.93,0.0
20180312:2110,0.0,0.0,0.0,0.0,0.0,7.3,3.86,0.0
20180312:2210,0.0,0.0,0.0,0.0,0.0,6.87,3.59,0.0
20180312:2310,0.0,0.0,0.0,0.0,0.0,6.48,3.59,0.0
20180313:0010,0.0,0.0,0.0,0.0,0.0,6.18,3.59,0.0
20180313:0110,0.0,0.0,0.0,0.0,0.0,5.91,3.72,0.0
20180313:0210,0.0,0.0,0.0,0.0,0.0,5.73,4.14,0.0
20180313:0310,0.0,0.0,0.0,0.0,0.0,5.69,4.41,0.0
20180313:0410,0.0,0.0,0.0,0.0,0.0,5.7,4.48,0.0
20180313:0510,0.0,0.0,0.0,0.0,0.0,5.42,4.41,0.0
20180313:0610,58.5,63.27,27.01,1.32,5.62,4.99,4.28,0.0
20180313:0710,323.77,242.44,89.91,4.68,15.17,5.78,3.66,0.0
20180313:0810,583.54,446.15,127.27,8.03,23.9,6.97,4.97,0.0
20180313:0910,776.31,617.61,152.2,10.76,31.22,8.26,5.24,0.0
20180313:1010,578.6,270.93,299.05,9.54,36.41,9.69,6.9,0.0
20180313:1110,691.73,375.24,310.56,10.88,38.74,10.32,6.83,0.0
20180313:1210,495.42,182.34,308.74,8.87,37.79,10.4,6.41,0.0
20180313:1310,332.98,78.67,256.4,6.71,33.74,10.79,6.21,0.0
20180313:1410,312.23,99.26,215.62,5.91,27.23,10.65,6.21,0.0
20180313:1510,285.39,137.68,152.31,4.74,19.02,9.29,5.66,0.0
20180313:1610,167.9,123.04,67.62,2.58,9.76,7.98,4.69,0.0
20180313:1710,0.0,0.0,0.0,0.0,0.0,7.19,4.62,0.0
20180313:1810,0.0,0.0,0.0,0.0,0.0,6.29,4.55,0.0
20180313:1910,0.0,0.0,0.0,0.0,0.0,6.25,4.97,0.0
20180313:2010,0.0,0.0,0.0,0.0,0.0,5.74,4.9,0.0
20180313:2110,0.0,0.0,0.0,0.0,0.0,5.45,4.83,0.0
20180313:2210,0.0,0.0,0.0,0.0,0.0,5.28,4.48,0.0
20180313:2310,0.0,0.0,0.0,0.0,0.0,4.91,4.14,0.0
20180314:0010,0.0,0.0,0.0,0.0,0.0,4.66,3.86,0.0
20180314:0110,0.0,0.0,0.0,0.0,0.0,4.37,3.66,0.0
20180314:0210,0.0,0.0,0.0,0.0,0.0,4.07,3.38,0.0
20180314:0310,0.0,0.0,0.0,0.0,0.0,3.84,3.17,0.0
20180314:0410,0.0,0.0,0.0,0.0,0.0,3.68,2.9,0.0
20180314:0510,0.0,0.0,0.0,0.0,0.0,3.58,2.62,0.0
20180314:0610,0.0,0.0,5.37,0.13,5.96,3.56,2.41,0.0
20180314:0710,121.19,26.84,105.51,2.73,15.53,3.9,1.66,0.0
20180314:0810,105.16,1.55,114.69,2.7,24.27,4.16,1.93,0.0
20180314:0910,76.79,0.0,89.45,2.1,31.6,4.87,2.0,0.0
20180314:1010,124.14,0.0,135.07,3.17,36.81,5.69,1.72,0.0
20180314:1110,200.43,3.08,205.28,4.84,39.14,6.87,1.59,0.0
20180314:1210,173.58,1.55,181.79,4.28,38.16,7.38,1.38,0.0
20180314:1310,254.75,31.23,229.94,5.68,34.08,8.04,1.52,0.0
20180314:1410,513.77,299.77,217.41,7.95,27.54,8.39,1.72,0.0
20180314:1510,265.25,119.52,153.82,4.63,19.3,8.68,1.52,0.0
20180314:1610,177.36,137.9,65.16,2.73,10.02,8.36,0.97,0.0
20180314:1710,0.0,0.0,0.0,0.0,0.0,7.56,1.31,0.0
20180314:1810,0.0,0.0,0.0,0.0,0.0,5.9,1.79,0.0
20180314:1910,0.0,0.0,0.0,0.0,0.0,4.71,1.86,0.0
20180314:2010,0.0,0.0,0.0,0.0,0.0,3.74,2.0,0.0
20180314:2110,0.0,0.0,0.0,0.0,0.0,2.96,2.21,0.0
20180314:2210,0.0,0.0,0.0,0.0,0.0,2.41,2.41,0.0
20180314:2310,0.0,0.0,0.0,0.0,0.0,2.05,2.62,0.0
20180315:0010,0.0,0.0,0.0,0.0,0.0,1.78,2.76,0.0
20180315:0110,0.0,0.0,0.0,0.0,0.0,1.35,2.83,0.0
