Latitude (decimal degrees):	0.317
Longitude (decimal degrees):	32.593
Elevation (m):	1151
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. (optimum)
Azimuth: -109667705 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20060921:1506,54.7,96.0,9.02,22.14,2.0,0.0
20060921:1606,0.0,0.0,0.0,21.42,2.21,0.0
20060921:1706,0.0,0.0,0.0,20.77,2.07,0.0
20060921:1806,0.0,0.0,0.0,20.2,1.86,0.0
20060921:1906,0.0,0.0,0.0,19.66,1.66,0.0
20060921:2006,0.0,0.0,0.0,19.08,1.93,0.0
20060921:2106,0.0,0.0,0.0,18.77,2.21,0.0
20060921:2206,0.0,0.0,0.0,18.7,2.28,0.0
20060921:2306,0.0,0.0,0.0,18.43,2.48,0.0
20060922:0006,0.0,0.0,0.0,18.43,2.41,0.0
20060922:0106,0.0,0.0,0.0,18.37,2.21,0.0
20060922:0206,0.0,0.0,0.0,17.98,2.14,0.0
20060922:0306,0.0,0.0,0.0,17.78,1.93,0.0
20060922:0406,0.0,5.0,6.07,17.52,2.28,0.0
20060922:0506,127.68,172.0,21.07,18.27,2.48,0.0
20060922:0606,443.71,560.01,36.07,19.33,1.59,0.0
20060922:0706,602.04,787.01,51.07,21.41,0.83,0.0
20060922:0806,595.65,779.0,66.07,22.25,1.52,0.0
20060922:0906,152.31,204.0,81.07,22.28,2.07,0.0
20060922:1006,122.43,168.0,83.93,23.02,2.48,0.0
20060922:1106,269.11,347.0,68.93,21.89,2.28,0.0
20060922:1206,534.72,691.0,53.93,22.5,1.72,0.0
20060922:1306,114.91,159.0,38.93,23.24,2.41,0.0
20060922:1406,234.53,309.99,23.93,23.18,2.69,0.0
20060922:1506,56.53,102.0,8.93,22.75,2.34,0.0
20060922:1606,0.0,0.0,0.0,21.85,2.14,0.0
20060922:1706,0.0,0.0,0.0,21.18,1.86,0.0
20060922:1806,0.0,0.0,0.0,20.18,1.31,0.0
20060922:1906,0.0,0.0,0.0,19.28,1.72,0.0
20060922:2006,0.0,0.0,0.0,18.64,1.52,0.0
20060922:2106,0.0,0.0,0.0,18.05,1.66,0.0
20060922:2206,0.0,0.0,0.0,17.81,1.93,0.0
20060922:2306,0.0,0.0,0.0,17.75,2.14,0.0
20060923:0006,0.0,0.0,0.0,17.74,2.07,0.0
20060923:0106,0.0,0.0,0.0,17.76,1.79,0.0
20060923:0206,0.0,0.0,0.0,17.36,0.97,0.0
20060923:0306,0.0,0.0,0.0,17.06,1.38,0.0
20060923:0406,14.86,32.0,6.16,17.16,2.0,0.0
20060923:0506,62.88,93.0,21.16,18.36,2.55,0.0
20060923:0606,324.33,411.0,36.16,20.22,2.07,0.0
20060923:0706,477.12,611.0,51.16,21.71,1.79,0.0
20060923:0806,715.73,944.01,66.16,22.4,1.79,0.0
20060923:0906,798.79,1062.0,81.16,23.39,2.48,0.0
20060923:1006,490.54,626.0,83.83,21.75,3.17,0.0
20060923:1106,615.54,796.0,68.83,21.95,2.41,0.0
20060923:1206,595.73,761.0,53.84,22.08,2.76,0.0
20060923:1306,473.88,600.99,38.84,22.67,2.83,0.0
20060923:1406,274.53,362.99,23.84,22.69,2.55,0.0
20060923:1506,55.25,100.0,8.84,22.02,2.0,0.0
20060923:1606,0.0,0.0,0.0,21.3,2.07,0.0
20060923:1706,0.0,0.0,0.0,20.74,2.07,0.0
20060923:1806,0.0,0.0,0.0,20.22,2.07,0.0
20060923:1906,0.0,0.0,0.0,19.54,1.24,0.0
20060923:2006,0.0,0.0,0.0,19.66,0.97,0.0
20060923:2106,0.0,0.0,0.0,18.75,1.45,0.0
20060923:2206,0.0,0.0,0.0,18.3,1.45,0.0
20060923:2306,0.0,0.0,0.0,18.14,1.38,0.0
20060924:0006,0.0,0.0,0.0,18.53,1.66,0.0
20060924:0106,0.0,0.0,0.0,18.75,2.14,0.0
20060924:0206,0.0,0.0,0.0,18.7,2.28,0.0
20060924:0306,0.0,0.0,0.0,18.77,2.07,0.0
20060924:0406,3.31,13.0,6.25,18.4,1.52,0.0
20060924:0506,72.17,105.0,21.25,19.11,0.76,0.0
20060924:0606,76.63,111.0,36.25,20.25,0.48,0.0
20060924:0706,225.39,297.0,51.25,22.47,0.21,0.0
20060924:0806,297.83,390.0,66.24,23.65,0.83,0.0
20060924:0906,259.48,338.0,81.23,23.0,1.66,0.0
20060924:1006,696.29,924.0,83.71,23.52,2.0,0.0
20060924:1106,682.96,900.0,68.73,24.29,2.34,0.0
20060924:1206,598.19,774.0,53.74,23.61,2.34,0.0
20060924:1306,475.5,609.99,38.74,23.43,2.0,0.0
20060924:1406,267.02,355.99,23.74,23.33,1.66,0.0
20060924:1506,29.44,53.0,8.74,22.86,0.9,0.0
20060924:1606,0.0,0.0,0.0,22.0,1.03,0.0
20060924:1706,0.0,0.0,0.0,20.66,1.45,0.0
20060924:1806,0.0,0.0,0.0,19.97,1.31,0.0
20060924:1906,0.0,0.0,0.0,20.15,1.03,0.0
20060924:2006,0.0,0.0,0.0,18.28,1.93,0.0
20060924:2106,0.0,0.0,0.0,18.25,2.21,0.0
20060924:2206,0.0,0.0,0.0,18.48,2.41,0.0
20060924:2306,0.0,0.0,0.0,18.49,2.41,0.0
20060925:0006,0.0,0.0,0.0,18.58,2.07,0.0
20060925:0106,0.0,0.0,0.0,18.19,1.79,0.0
20060925:0206,0.0,0.0,0.0,18.0,2.07,0.0
20060925:0306,0.0,0.0,0.0,18.03,2.83,0.0
20060925:0406,0.46,7.0,6.34,17.97,2.83,0.0
20060925:0506,12.61,28.0,21.34,19.12,2.41,0.0
20060925:0606,136.67,184.0,36.33,21.22,2.21,0.0
20060925:0706,246.15,319.0,51.33,22.06,1.93,0.0
20060925:0806,647.49,854.01,66.32,23.48,1.72,0.0
20060925:0906,627.2,840.0,81.28,24.3,1.24,0.0
20060925:1006,668.34,908.0,83.56,25.0,1.03,0.0
20060925:1106,636.26,848.0,68.63,24.52,1.45,0.0
20060925:1206,51.38,81.0,53.64,24.81,2.0,0.0
20060925:1306,471.81,604.99,38.65,23.91,2.28,0.0
20060925:1406,269.25,358.99,23.65,23.34,1.79,0.0
20060925:1506,50.09,90.0,8.65,22.92,1.45,0.0
20060925:1606,0.0,0.0,0.0,22.3,1.1,0.0
20060925:1706,0.0,0.0,0.0,21.33,1.45,0.0
20060925:1806,0.0,0.0,0.0,20.4,1.52,0.0
20060925:1906,0.0,0.0,0.0,20.56,1.1,0.0
20060925:2006,0.0,0.0,0.0,19.62,1.38,0.0
20060925:2106,0.0,0.0,0.0,19.0,1.93,0.0
20060925:2206,0.0,0.0,0.0,19.32,2.55,0.0
20060925:2306,0.0,0.0,0.0,19.48,2.83,0.0
20060926:0006,0.0,0.0,0.0,19.35,2.76,0.0
20060926:0106,0.0,0.0,0.0,19.14,2.41,0.0
20060926:0206,0.0,0.0,0.0,18.84,1.86,0.0
20060926:0306,0.0,0.0,0.0,18.47,2.34,0.0
20060926:0406,23.65,47.0,6.43,18.31,2.62,0.0
20060926:0506,63.41,94.0,21.42,19.39,2.97,0.0
20060926:0606,49.95,78.0,36.42,21.2,1.93,0.0
20060926:0706,300.12,387.0,51.41,22.57,1.93,0.0
20060926:0806,520.87,676.0,66.39,23.29,2.07,0.0
20060926:0906,762.56,1014.0,81.31,23.45,2.28,0.0
20060926:1006,764.16,1021.0,83.4,23.26,2.0,0.0
20060926:1106,711.88,947.0,68.52,23.76,1.79,0.0
20060926:1206,590.53,768.0,53.54,24.19,2.14,0.0
20060926:1306,475.11,611.0,38.55,24.2,2.14,0.0
20060926:1406,275.04,367.99,23.55,24.02,2.07,0.0
20060926:1506,52.83,98.0,8.56,23.37,1.59,0.0
20060926:1606,0.0,0.0,0.0,22.51,1.93,0.0
20060926:1706,0.0,0.0,0.0,21.67,1.86,0.0
20060926:1806,0.0,0.0,0.0,20.7,1.59,0.0
20060926:1906,0.0,0.0,0.0,19.86,1.38,0.0
20060926:2006,0.0,0.0,0.0,18.9,2.07,0.0
20060926:2106,0.0,0.0,0.0,18.95,2.34,0.0
20060926:2206,0.0,0.0,0.0,19.04,2.55,0.0
20060926:2306,0.0,0.0,0.0,19.06,2.76,0.0
20060927:0006,0.0,0.0,0.0,19.12,2.69,0.0
20060927:0106,0.0,0.0,0.0,19.09,2.55,0.0
20060927:0206,0.0,0.0,0.0,18.67,2.28,0.0
20060927:0306,0.0,0.0,0.0,18.49,2.69,0.0
20060927:0406,0.09,6.0,6.51,18.48,3.17,0.0
20060927:0506,171.07,227.0,21.5,19.5,2.83,0.0
20060927:0606,348.23,440.01,36.49,21.48,3.24,0.0
20060927:0706,101.76,143.0,51.48,22.7,1.1,0.0
20060927:0806,279.35,366.0,66.45,23.39,0.76,0.0
20060927:0906,789.57,1043.01,81.32,22.12,2.41,0.0
20060927:1006,760.76,1021.0,83.22,21.48,1.31,0.0
20060927:1106,674.64,905.0,68.4,21.22,0.55,0.0
20060927:1206,355.21,459.0,53.44,22.42,1.24,0.0
20060927:1306,55.69,86.0,38.45,23.03,0.83,0.0
20060927:1406,63.59,96.0,23.46,23.16,0.83,0.0
20060927:1506,46.35,83.0,8.47,22.85,0.9,0.0
20060927:1606,0.0,0.0,0.0,22.06,1.31,0.0
20060927:1706,0.0,0.0,0.0,21.01,1.24,0.0
20060927:1806,0.0,0.0,0.0,20.85,0.83,0.0
20060927:1906,0.0,0.0,0.0,20.0,1.1,0.0
20060927:2006,0.0,0.0,0.0,18.78,1.72,0.0
20060927:2106,0.0,0.0,0.0,18.65,1.93,0.0
20060927:2206,0.0,0.0,0.0,18.58,2.07,0.0
20060927:2306,0.0,0.0,0.0,18.32,1.86,0.0
20060928:0006,0.0,0.0,0.0,18.14,1.45,0.0
20060928:0106,0.0,0.0,0.0,19.91,0.62,0.0
20060928:0206,0.0,0.0,0.0,18.36,1.17,0.0
20060928:0306,0.0,0.0,0.0,18.01,2.48,0.0
20060928:0406,0.09,6.0,6.59,17.49,3.03,0.0
20060928:0506,220.95,291.01,21.58,18.48,2.55,0.0
20060928:0606,453.26,573.01,36.57,20.24,1.86,0.0
20060928:0706,603.82,783.01,51.55,22.27,1.59,0.0
20060928:0806,692.36,929.01,66.5,23.12,1.03,0.0
20060928:0906,601.84,797.0,81.31,23.66,1.52,0.0
20060928:1006,221.22,290.0,83.02,23.76,2.48,0.0
20060928:1106,599.71,779.0,68.28,22.71,2.28,0.0
20060928:1206,401.47,516.0,53.33,22.79,2.0,0.0
20060928:1306,335.16,433.0,38.35,23.18,1.31,0.0
20060928:1406,196.63,263.0,23.37,23.24,1.45,0.0
20060928:1506,34.35,61.0,8.38,22.79,0.97,0.0
20060928:1606,0.0,0.0,0.0,22.05,0.9,0.0
20060928:1706,0.0,0.0,0.0,21.36,0.69,0.0
20060928:1806,0.0,0.0,0.0,20.07,1.1,0.0
20060928:1906,0.0,0.0,0.0,19.12,2.14,0.0
20060928:2006,0.0,0.0,0.0,19.17,2.41,0.0
20060928:2106,0.0,0.0,0.0,19.17,2.69,0.0
20060928:2206,0.0,0.0,0.0,18.96,2.76,0.0
20060928:2306,0.0,0.0,0.0,18.75,2.48,0.0
20060929:0006,0.0,0.0,0.0,18.43,1.79,0.0
20060929:0106,0.0,0.0,0.0,17.89,1.59,0.0
20060929:0206,0.0,0.0,0.0,17.88,1.79,0.0
20060929:0306,0.0,0.0,0.0,17.68,1.66,0.0
20060929:0406,32.6,68.01,6.67,17.79,1.52,0.0
20060929:0506,43.17,69.0,21.66,19.58,1.31,0.0
20060929:0606,366.26,467.01,36.64,21.41,1.66,0.0
20060929:0706,571.23,742.01,51.61,22.61,1.45,0.0
20060929:0806,614.93,807.01,66.55,23.08,1.72,0.0
20060929:0906,633.55,836.0,81.29,23.17,1.79,0.0
20060929:1006,466.31,610.0,82.81,24.03,1.66,0.0
20060929:1106,562.04,737.0,68.15,24.58,2.07,0.0
20060929:1206,605.3,787.0,53.22,24.86,2.48,0.0
20060929:1306,472.01,604.0,38.25,23.84,2.48,0.0
20060929:1406,263.95,353.0,23.27,23.4,1.79,0.0
20060929:1506,52.27,101.0,8.29,22.74,0.83,0.0
20060929:1606,0.0,0.0,0.0,22.01,1.03,0.0
20060929:1706,0.0,0.0,0.0,20.78,1.52,0.0
20060929:1806,0.0,0.0,0.0,19.99,1.66,0.0
20060929:1906,0.0,0.0,0.0,19.28,1.79,0.0
20060929:2006,0.0,0.0,0.0,19.0,2.21,0.0
20060929:2106,0.0,0.0,0.0,19.12,2.34,0.0
20060929:2206,0.0,0.0,0.0,19.21,2.41,0.0
20060929:2306,0.0,0.0,0.0,19.09,2.14,0.0
20060930:0006,0.0,0.0,0.0,18.93,2.0,0.0
20060930:0106,0.0,0.0,0.0,18.61,1.66,0.0
20060930:0206,0.0,0.0,0.0,18.34,1.17,0.0
20060930:0306,0.0,0.0,0.0,18.41,1.17,0.0
20060930:0406,32.93,67.0,6.75,17.94,1.66,0.0
20060930:0506,37.53,62.0,21.73,20.34,0.97,0.0
20060930:0606,289.28,373.0,36.71,21.74,1.1,0.0
20060930:0706,376.26,483.0,51.67,22.02,1.66,0.0
20060930:0806,314.14,403.0,66.59,21.46,2.07,0.0
20060930:0906,517.78,669.0,81.24,21.54,1.93,0.0
20060930:1006,567.89,740.0,82.58,22.35,1.93,0.0
20060930:1106,612.6,799.0,68.02,22.77,2.07,0.0
20060930:1206,596.22,778.0,53.11,23.27,1.59,0.0
20060930:1306,460.61,593.0,38.15,23.42,1.66,0.0
20060930:1406,257.33,346.0,23.18,23.27,0.9,0.0
20060930:1506,49.3,93.0,8.2,22.74,0.69,0.0
20060930:1606,0.0,0.0,0.0,21.82,0.76,0.0
20060930:1706,0.0,0.0,0.0,20.52,1.24,0.0
20060930:1806,0.0,0.0,0.0,19.51,1.31,0.0
20060930:1906,0.0,0.0,0.0,19.26,1.31,0.0
20060930:2006,0.0,0.0,0.0,18.84,1.24,0.0
20060930:2106,0.0,0.0,0.0,18.1,1.52,0.0
20060930:2206,0.0,0.0,0.0,17.92,1.38,0.0
20060930:2306,0.0,0.0,0.0,17.58,1.45,0.0
20061001:0006,0.0,0.0,0.0,17.37,1.17,0.0
20061001:0106,0.0,0.0,0.0,17.31,1.38,0.0
20061001:0206,0.0,0.0,0.0,17.86,2.07,0.0
20061001:0306,0.0,0.0,0.0,17.68,1.93,0.0
20061001:0406,27.39,53.0,6.83,17.55,1.66,0.0
20061001:0506,141.13,189.0,21.81,18.31,1.1,0.0
20061001:0606,359.04,454.01,36.77,19.14,1.38,0.0
20061001:0706,471.54,602.01,51.72,21.05,1.79,0.0
20061001:0806,604.49,791.01,66.62,21.92,1.45,0.0
20061001:0906,320.99,417.0,81.17,22.75,1.24,0.0
20061001:1006,145.18,196.0,82.34,22.88,1.79,0.0
20061001:1106,66.87,100.0,67.89,23.14,1.38,0.0
20061001:1206,73.02,108.0,53.0,23.43,0.48,0.0
20061001:1306,76.86,112.0,38.05,22.08,1.1,0.0
20061001:1406,58.68,89.0,23.09,21.28,1.72,0.0
20061001:1506,22.52,43.0,8.11,20.99,1.38,0.0
20061001:1606,0.0,0.0,0.0,20.36,1.79,0.0
20061001:1706,0.0,0.0,0.0,19.76,2.0,0.0
20061001:1806,0.0,0.0,0.0,19.3,2.41,0.0
20061001:1906,0.0,0.0,0.0,18.89,3.1,0.0
20061001:2006,0.0,0.0,0.0,18.8,3.24,0.0
20061001:2106,0.0,0.0,0.0,18.63,3.31,0.0
20061001:2206,0.0,0.0,0.0,18.49,3.31,0.0
20061001:2306,0.0,0.0,0.0,18.34,3.24,0.0
20061002:0006,0.0,0.0,0.0,18.21,3.17,0.0
20061002:0106,0.0,0.0,0.0,18.05,3.17,0.0
20061002:0206,0.0,0.0,0.0,17.97,3.45,0.0
20061002:0306,0.0,0.0,0.0,17.97,3.59,0.0
20061002:0406,10.01,24.0,6.91,17.89,3.24,0.0
20061002:0506,67.71,99.0,21.88,18.97,3.86,0.0
20061002:0606,186.25,242.0,36.84,20.35,3.59,0.0
20061002:0706,457.55,582.01,51.77,22.03,2.69,0.0
20061002:0806,213.51,280.0,66.64,23.0,2.0,0.0
20061002:0906,106.06,149.0,81.09,23.96,1.38,0.0
20061002:1006,222.8,295.0,82.09,24.18,0.83,0.0
20061002:1106,137.78,187.0,67.74,23.13,2.07,0.0
20061002:1206,119.2,163.0,52.89,21.7,2.83,0.0
20061002:1306,464.21,592.0,37.95,21.55,1.66,0.0
20061002:1406,259.78,346.0,22.99,22.01,1.72,0.0
20061002:1506,48.61,94.0,8.03,21.77,1.1,0.0
20061002:1606,0.0,0.0,0.0,21.13,1.17,0.0
20061002:1706,0.0,0.0,0.0,20.31,1.52,0.0
20061002:1806,0.0,0.0,0.0,19.81,2.34,0.0
20061002:1906,0.0,0.0,0.0,19.88,2.41,0.0
20061002:2006,0.0,0.0,0.0,19.29,2.14,0.0
20061002:2106,0.0,0.0,0.0,18.83,2.21,0.0
20061002:2206,0.0,0.0,0.0,18.53,2.41,0.0
20061002:2306,0.0,0.0,0.0,18.21,2.41,0.0
20061003:0006,0.0,0.0,0.0,17.9,2.21,0.0
20061003:0106,0.0,0.0,0.0,17.58,2.14,0.0
20061003:0206,0.0,0.0,0.0,17.38,2.07,0.0
20061003:0306,0.0,0.0,0.0,17.22,1.93,0.0
20061003:0406,28.72,55.0,6.98,17.08,1.52,0.0
20061003:0506,196.31,260.01,21.94,19.38,1.45,0.0
20061003:0606,458.26,583.02,36.89,21.4,1.79,0.0
20061003:0706,614.87,796.02,51.82,22.79,1.93,0.0
20061003:0806,666.39,885.01,66.66,23.9,1.59,0.0
20061003:0906,655.82,880.01,80.99,24.46,1.38,0.0
20061003:1006,550.34,732.0,81.83,24.92,1.31,0.0
20061003:1106,489.12,646.0,67.6,25.36,1.38,0.0
20061003:1206,350.98,460.0,52.77,25.58,1.38,0.0
20061003:1306,421.97,549.0,37.85,25.53,1.59,0.0
20061003:1406,247.24,335.0,22.9,25.38,1.59,0.0
20061003:1506,46.39,91.0,7.94,24.51,1.66,0.0
20061003:1606,0.0,0.0,0.0,23.32,0.97,0.0
20061003:1706,0.0,0.0,0.0,22.47,0.83,0.0
20061003:1806,0.0,0.0,0.0,20.72,2.28,0.0
20061003:1906,0.0,0.0,0.0,20.36,2.28,0.0
20061003:2006,0.0,0.0,0.0,20.06,2.21,0.0
20061003:2106,0.0,0.0,0.0,19.77,2.21,0.0
20061003:2206,0.0,0.0,0.0,19.44,2.28,0.0
20061003:2306,0.0,0.0,0.0,19.15,2.34,0.0
20061004:0006,0.0,0.0,0.0,18.88,2.41,0.0
20061004:0106,0.0,0.0,0.0,18.62,2.69,0.0
20061004:0206,0.0,0.0,0.0,18.41,3.45,0.0
20061004:0306,0.0,0.0,0.0,18.31,3.38,0.0
20061004:0406,32.87,64.0,7.05,18.45,3.1,0.0
20061004:0506,92.11,129.0,22.01,19.5,3.17,0.0
20061004:0606,207.22,268.0,36.95,21.06,3.52,0.0
20061004:0706,117.86,162.0,51.85,22.67,3.03,0.0
20061004:0806,209.59,275.0,66.66,23.41,2.62,0.0
20061004:0906,114.1,159.0,80.87,24.41,1.93,0.0
20061004:1006,388.53,508.0,81.56,24.57,1.59,0.0
20061004:1106,682.15,910.01,67.45,24.75,1.72,0.0
20061004:1206,599.61,785.0,52.65,24.95,1.93,0.0
20061004:1306,448.44,580.0,37.75,24.71,1.79,0.0
20061004:1406,253.54,343.0,22.81,24.63,1.52,0.0
20061004:1506,42.3,80.0,7.86,24.03,0.9,0.0
20061004:1606,0.0,0.0,0.0,23.0,0.97,0.0
20061004:1706,0.0,0.0,0.0,21.78,0.9,0.0
20061004:1806,0.0,0.0,0.0,20.55,1.72,0.0
20061004:1906,0.0,0.0,0.0,19.91,2.07,0.0
20061004:2006,0.0,0.0,0.0,19.29,1.86,0.0
20061004:2106,0.0,0.0,0.0,18.9,1.79,0.0
20061004:2206,0.0,0.0,0.0,18.47,1.86,0.0
20061004:2306,0.0,0.0,0.0,18.58,1.72,0.0
20061005:0006,0.0,0.0,0.0,18.42,1.52,0.0
20061005:0106,0.0,0.0,0.0,18.4,1.86,0.0
20061005:0206,0.0,0.0,0.0,18.61,2.21,0.0
20061005:0306,0.0,0.0,0.0,18.58,2.34,0.0
20061005:0406,28.49,54.0,7.12,18.45,2.34,0.0
20061005:0506,246.79,328.02,22.07,20.02,1.93,0.0
20061005:0606,460.51,585.02,37.0,22.18,2.34,0.0
20061005:0706,635.82,815.02,51.89,23.66,3.17,0.0
20061005:0806,729.69,963.02,66.66,24.78,2.62,0.0
20061005:0906,736.19,1009.01,80.74,25.37,1.17,0.0
20061005:1006,671.51,894.01,81.28,25.09,2.14,0.0
20061005:1106,753.97,1001.01,67.3,23.37,2.0,0.0
20061005:1206,569.46,746.0,52.54,23.67,1.31,0.0
20061005:1306,358.03,464.0,37.65,24.17,1.38,0.0
20061005:1406,191.05,258.0,22.72,24.23,1.24,0.0
20061005:1506,30.72,57.0,7.78,23.75,0.83,0.0
20061005:1606,0.0,0.0,0.0,22.93,1.17,0.0
20061005:1706,0.0,0.0,0.0,22.01,0.83,0.0
20061005:1806,0.0,0.0,0.0,22.24,0.62,0.0
20061005:1906,0.0,0.0,0.0,22.19,0.21,0.0
20061005:2006,0.0,0.0,0.0,21.8,0.41,0.0
20061005:2106,0.0,0.0,0.0,19.81,1.24,0.0
20061005:2206,0.0,0.0,0.0,18.48,1.93,0.0
20061005:2306,0.0,0.0,0.0,19.06,2.07,0.0
20061006:0006,0.0,0.0,0.0,19.33,2.07,0.0
20061006:0106,0.0,0.0,0.0,19.1,1.59,0.0
20061006:0206,0.0,0.0,0.0,18.94,0.97,0.0
20061006:0306,0.0,0.0,0.0,19.07,0.83,0.0
20061006:0406,14.43,31.0,7.19,18.43,1.31,0.0
20061006:0506,222.13,296.01,22.13,20.75,1.38,0.0
20061006:0606,441.08,568.02,37.04,22.17,1.03,0.0
20061006:0706,485.69,640.01,51.92,22.12,0.07,0.0
20061006:0806,695.47,917.02,66.65,22.66,1.79,0.0
20061006:0906,736.68,971.01,80.59,22.79,2.41,0.0
20061006:1006,453.73,591.0,81.0,22.74,1.38,0.0
20061006:1106,360.27,469.0,67.15,23.51,1.31,0.0
20061006:1206,597.97,788.01,52.42,23.92,1.17,0.0
20061006:1306,459.55,597.0,37.55,24.26,1.24,0.0
20061006:1406,222.76,300.0,22.63,24.0,1.45,0.0
20061006:1506,38.09,71.0,7.7,23.43,1.31,0.0
20061006:1606,0.0,0.0,0.0,22.68,1.24,0.0
20061006:1706,0.0,0.0,0.0,21.81,0.9,0.0
20061006:1806,0.0,0.0,0.0,20.64,1.31,0.0
20061006:1906,0.0,0.0,0.0,20.15,2.21,0.0
20061006:2006,0.0,0.0,0.0,20.15,2.34,0.0
20061006:2106,0.0,0.0,0.0,20.06,2.41,0.0
20061006:2206,0.0,0.0,0.0,19.95,2.21,0.0
20061006:2306,0.0,0.0,0.0,19.73,2.07,0.0
20061007:0006,0.0,0.0,0.0,19.65,1.86,0.0
20061007:0106,0.0,0.0,0.0,19.5,1.79,0.0
20061007:0206,0.0,0.0,0.0,19.44,2.28,0.0
20061007:0306,0.0,0.0,0.0,19.42,2.21,0.0
20061007:0406,17.91,36.0,7.25,19.03,1.38,0.0
20061007:0506,140.36,190.0,22.18,20.69,0.97,0.0
20061007:0606,424.54,538.02,37.08,21.37,2.21,0.0
20061007:0706,626.52,800.02,51.94,22.63,3.03,0.0
20061007:0806,653.6,846.01,66.64,23.69,3.24,0.0
20061007:0906,310.36,401.0,80.42,23.82,2.97,0.0
20061007:1006,146.95,199.0,80.71,24.53,2.97,0.0
20061007:1106,715.34,939.01,66.99,25.0,3.03,0.0
20061007:1206,622.26,804.01,52.3,25.17,3.17,0.0
20061007:1306,458.98,589.0,37.45,24.78,2.69,0.0
20061007:1406,249.54,337.0,22.54,24.4,1.93,0.0
20061007:1506,42.62,83.0,7.62,23.73,1.52,0.0
20061007:1606,0.0,0.0,0.0,22.83,1.79,0.0
20061007:1706,0.0,0.0,0.0,21.99,2.14,0.0
20061007:1806,0.0,0.0,0.0,21.39,2.55,0.0
20061007:1906,0.0,0.0,0.0,21.07,2.34,0.0
20061007:2006,0.0,0.0,0.0,20.55,2.21,0.0
20061007:2106,0.0,0.0,0.0,19.96,1.93,0.0
20061007:2206,0.0,0.0,0.0,19.49,1.72,0.0
20061007:2306,0.0,0.0,0.0,19.01,1.66,0.0
20061008:0006,0.0,0.0,0.0,19.69,0.97,0.0
20061008:0106,0.0,0.0,0.0,20.5,0.41,0.0
20061008:0206,0.0,0.0,0.0,18.47,1.86,0.0
20061008:0306,0.0,0.0,0.0,18.56,2.41,0.0
20061008:0406,0.46,7.0,7.32,18.76,2.83,0.0
20061008:0506,13.23,29.0,22.23,20.09,2.69,0.0
20061008:0606,196.71,258.0,37.12,22.33,2.14,0.0
20061008:0706,549.1,719.02,51.95,23.15,1.03,0.0
20061008:0806,724.13,959.02,66.61,23.13,1.86,0.0
20061008:0906,788.48,1055.02,80.24,23.56,2.14,0.0
20061008:1006,593.39,776.01,80.42,24.01,2.48,0.0
20061008:1106,172.63,231.0,66.83,24.39,2.07,0.0
20061008:1206,534.96,691.01,52.18,24.99,2.83,0.0
20061008:1306,55.31,86.0,37.35,24.85,2.28,0.0
20061008:1406,203.61,274.0,22.46,24.34,2.21,0.0
20061008:1506,38.28,73.0,7.54,23.54,1.79,0.0
20061008:1606,0.0,0.0,0.0,22.7,2.07,0.0
20061008:1706,0.0,0.0,0.0,22.1,2.14,0.0
20061008:1806,0.0,0.0,0.0,21.74,2.21,0.0
20061008:1906,0.0,0.0,0.0,21.16,2.14,0.0
20061008:2006,0.0,0.0,0.0,20.61,2.07,0.0
20061008:2106,0.0,0.0,0.0,19.77,1.79,0.0
20061008:2206,0.0,0.0,0.0,19.2,1.52,0.0
20061008:2306,0.0,0.0,0.0,19.11,1.31,0.0
20061009:0006,0.0,0.0,0.0,19.42,1.1,0.0
20061009:0106,0.0,0.0,0.0,20.34,0.69,0.0
20061009:0206,0.0,0.0,0.0,19.5,0.9,0.0
20061009:0306,0.0,0.0,0.0,18.11,1.17,0.0
20061009:0406,12.69,28.0,7.38,17.94,1.1,0.0
20061009:0506,92.13,130.0,22.28,20.74,1.79,0.0
20061009:0606,209.55,274.0,37.16,22.23,1.72,0.0
20061009:0706,336.82,436.0,51.97,23.24,1.52,0.0
20061009:0806,547.37,713.01,66.58,23.92,2.21,0.0
20061009:0906,594.91,769.01,80.05,23.24,3.17,0.0
20061009:1006,505.77,652.0,80.12,23.19,2.9,0.0
20061009:1106,255.9,334.0,66.66,23.55,1.79,0.0
20061009:1206,358.91,465.0,52.06,24.12,1.86,0.0
20061009:1306,313.08,406.0,37.25,24.11,1.59,0.0
20061009:1406,75.39,111.0,22.37,24.1,1.72,0.0
20061009:1506,5.4,17.0,7.47,23.63,1.45,0.0
20061009:1606,0.0,0.0,0.0,22.78,1.24,0.0
20061009:1706,0.0,0.0,0.0,21.94,0.83,0.0
20061009:1806,0.0,0.0,0.0,21.23,0.97,0.0
20061009:1906,0.0,0.0,0.0,19.46,1.66,0.0
20061009:2006,0.0,0.0,0.0,19.22,2.21,0.0
20061009:2106,0.0,0.0,0.0,19.75,2.69,0.0
20061009:2206,0.0,0.0,0.0,19.8,2.83,0.0
20061009:2306,0.0,0.0,0.0,19.66,2.28,0.0
20061010:0006,0.0,0.0,0.0,19.32,2.14,0.0
20061010:0106,0.0,0.0,0.0,18.95,1.59,0.0
20061010:0206,0.0,0.0,0.0,19.48,0.62,0.0
20061010:0306,0.0,0.0,0.0,18.25,2.14,0.0
20061010:0406,0.46,7.0,7.43,18.49,2.69,0.0
